time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type
2014-11-06T22:00:06.580Z,7.4145,94.3421,43.18,4.6,mb,,112,3.379,0.99,us,usc000sv6r,2014-11-07T06:02:46.155Z,"128km ESE of Mohean, India",earthquake
2014-11-06T21:49:29.780Z,38.779335,-122.7171631,2.97,0.66,md,7,91,0.00606,0.02,nc,nc72336425,2014-11-06T22:28:04.227Z,"3km E of The Geysers, California",earthquake
2014-11-06T21:42:44.000Z,60.1792,-152.8551,140,1.8,ml,,,,,ak,ak11435158,2014-11-06T22:36:32.525Z,"34km S of Redoubt Volcano, Alaska",earthquake
2014-11-06T21:24:18.410Z,34.8475,-118.9803333,4.8,0.83,ml,12,113,0.07271,0.16,ci,ci37285616,2014-11-06T23:01:03.060Z,"4km NW of Frazier Park, California",earthquake
2014-11-06T21:22:22.000Z,62.8041,-149.2221,10.7,0.8,ml,,,,0.73,ak,ak11435156,2014-11-06T22:36:31.882Z,"66km SSW of Cantwell, Alaska",earthquake
2014-11-06T21:19:42.720Z,38.7646675,-122.7156677,2.46,0.91,md,9,169,0.008673,0.04,nc,nc72336400,2014-11-06T21:36:03.580Z,"3km ESE of The Geysers, California",earthquake
2014-11-06T21:13:34.670Z,36.0771667,-117.8968333,1.85,0.71,ml,15,62,0.05288,0.14,ci,ci37285608,2014-11-06T22:59:14.140Z,"48km N of Inyokern, California",earthquake
2014-11-06T21:01:46.550Z,38.8269997,-122.7866669,3.36,0.46,md,7,91,0.01752,0.04,nc,nc72336395,2014-11-06T21:17:04.745Z,"5km W of Cobb, California",earthquake
2014-11-06T20:58:39.390Z,34.6095,-118.6408333,9.24,2.06,ml,43,52,0.06837,0.22,ci,ci37285600,2014-11-06T22:57:18.440Z,"13km N of Castaic, California",earthquake
2014-11-06T20:46:18.490Z,39.7398338,-122.8460007,0.59,2.09,md,13,97,0.1315,0.04,nc,nc72336380,2014-11-06T23:21:05.899Z,"34km E of Covelo, California",earthquake
2014-11-06T20:46:11.900Z,33.861,-117.5026667,0.01,0.69,ml,16,84,0.06474,0.15,ci,ci37285592,2014-11-06T22:51:48.710Z,"2km SE of Home Gardens, California",quarry_blast
2014-11-06T20:21:28.790Z,38.8055,-122.7699966,2.21,1.01,md,19,55,0.01139,0.03,nc,nc72336375,2014-11-06T22:51:06.322Z,"3km NNW of The Geysers, California",earthquake
2014-11-06T20:10:46.000Z,63.4356,-148.7799,81.6,2.5,ml,,,,0.66,ak,ak11435115,2014-11-07T04:13:48.993Z,"9km ENE of Cantwell, Alaska",earthquake
2014-11-06T19:59:49.940Z,38.8288345,-122.8521652,2.32,0.44,md,13,62,0.003896,0.03,nc,nc72336370,2014-11-06T22:22:05.048Z,"10km NW of The Geysers, California",earthquake
2014-11-06T19:42:45.180Z,33.9626667,-116.8708333,9.71,0.55,ml,18,73,0.08928,0.09,ci,ci37285584,2014-11-06T22:50:13.690Z,"4km N of Banning, California",earthquake
2014-11-06T19:39:56.000Z,32.658,-115.8238333,9.86,2.39,ml,36,95,0.08266,0.31,ci,ci37285576,2014-11-06T21:39:29.390Z,"19km SW of Seeley, California",earthquake
2014-11-06T19:37:07.000Z,61.8214,-151.8805,87.2,2.7,ml,,,,0.39,ak,ak11435105,2014-11-07T03:39:36.238Z,"97km W of Willow, Alaska",earthquake
2014-11-06T19:30:39.170Z,35.0481667,-118.3516667,0.01,1.27,ml,19,58,0.05803,0.09,ci,ci37285568,2014-11-06T22:46:08.070Z,"12km SE of Tehachapi, California",quarry_blast
2014-11-06T19:28:43.060Z,38.8221664,-122.7669983,2.43,0.96,md,11,90,0.008599,0.01,nc,nc72336365,2014-11-06T19:58:02.457Z,"3km W of Cobb, California",earthquake
2014-11-06T19:20:08.470Z,38.8151665,-122.7939987,2.44,1.21,md,23,39,0.00726,0.02,nc,nc72336355,2014-11-06T21:57:03.601Z,"5km NW of The Geysers, California",earthquake
2014-11-06T19:15:56.220Z,33.042,-114.9768333,6.05,1.65,ml,6,141,0.0696,0.21,ci,ci37285560,2014-11-06T22:43:10.119Z,"44km NNW of Los Algodones, Mexico",earthquake
2014-11-06T19:05:08.300Z,17.9048,-66.7977,9,1.9,Md,4,234,0.10420457,0.07,pr,pr14310003,2014-11-06T20:52:49.228Z,"10km SSE of Indios, Puerto Rico",earthquake
2014-11-06T19:00:57.000Z,61.0938,-142.934,5.2,0.5,ml,,,,0.17,ak,ak11435076,2014-11-06T21:17:34.253Z,"93km ESE of Chitina, Alaska",earthquake
2014-11-06T19:00:14.000Z,65.1243,-148.9846,0,1.1,ml,,,,0.55,ak,ak11435075,2014-11-06T21:17:25.420Z,"55km NW of Ester, Alaska",earthquake
2014-11-06T18:51:15.000Z,60.5533,-152.0937,80.2,2.2,ml,,,,0.64,ak,ak11435072,2014-11-06T19:43:37.587Z,"36km ENE of Redoubt Volcano, Alaska",earthquake
2014-11-06T18:48:19.000Z,62.844,-148.3199,50.9,0.7,ml,,,,0.26,ak,ak11435070,2014-11-06T19:43:36.965Z,"68km SSE of Cantwell, Alaska",earthquake
2014-11-06T18:35:06.400Z,18.4927,-66.3147,102,2.9,Md,12,205.2,0.20391757,0.21,pr,pr14310002,2014-11-07T02:37:32.135Z,"3km NE of Brenas, Puerto Rico",earthquake
2014-11-06T18:34:25.600Z,19.3242,-155.1147,4.5,1.4,Md,,219.6,0.06288207,0.13,hv,hv60798821,2014-11-06T21:33:28.735Z,"17km SE of Volcano, Hawaii",earthquake
2014-11-06T18:15:06.180Z,34.5883333,-117.2956667,0.01,1,ml,11,122,0.03933,0.15,ci,ci37285552,2014-11-06T22:42:00.109Z,"5km N of Victorville, California",quarry_blast
2014-11-06T18:06:43.700Z,46.2645,-122.215,3.5,0.1,Md,,111.6,0.00898315,0.15,uw,uw60919081,2014-11-06T19:14:32.279Z,"32km S of Morton, Washington",earthquake
2014-11-06T17:52:48.150Z,33.06,-116.4256667,9.78,1.22,ml,29,67,0.1458,0.32,ci,ci37285536,2014-11-06T19:18:39.140Z,"16km E of Julian, California",earthquake
2014-11-06T17:49:44.420Z,35.7431667,-117.6486667,9.27,0.47,ml,11,106,0.08351,0.26,ci,ci37285544,2014-11-06T22:39:45.078Z,"13km N of Ridgecrest, California",earthquake
2014-11-06T17:29:46.840Z,34.5071667,-118.0205,8.59,1.21,ml,9,96,0.02133,0.16,ci,ci37285528,2014-11-06T22:37:02.510Z,"3km WSW of Littlerock, California",earthquake
2014-11-06T17:27:51.730Z,38.8408318,-122.8274994,2.73,0.43,md,9,74,0.006628,0.03,nc,nc72336325,2014-11-06T17:51:01.657Z,"9km WNW of Cobb, California",earthquake
2014-11-06T17:20:10.000Z,60.1405,-141.4028,1.1,1.2,ml,,,,1.06,ak,ak11435041,2014-11-06T18:19:52.593Z,"57km E of Cape Yakataga, Alaska",earthquake
2014-11-06T16:56:45.850Z,31.4325,-115.3705,10.01,3.66,ml,5,128,0.3948,0.27,ci,ci37285520,2014-11-06T23:06:07.107Z,"67km NW of San Felipe, Mexico",earthquake
2014-11-06T16:53:36.710Z,33.9555,-116.9543333,17.7,1.3,ml,47,48,0.1386,0.25,ci,ci37285512,2014-11-06T19:19:00.270Z,"2km SE of Cherry Valley, California",earthquake
2014-11-06T16:43:47.000Z,65.4092,-149.9154,5,1.2,ml,,,,0.86,ak,ak11435016,2014-11-06T18:19:47.110Z,"56km NE of Manley Hot Springs, Alaska",earthquake
2014-11-06T16:35:47.000Z,61.1677,-147.4087,0.5,1.8,ml,,,,0.78,ak,ak11435015,2014-11-06T18:19:46.517Z,"57km W of Valdez, Alaska",earthquake
2014-11-06T16:35:06.600Z,35.8995,-115.2838,14.87,2.8,ml,,170,0.232,1.22,us,usc000suzn,2014-11-07T02:31:57.363Z,"14km SSW of Enterprise, Nevada",earthquake
2014-11-06T16:20:16.000Z,63.2267,-144.8683,10.1,2.2,ml,,,,1.05,ak,ak11435010,2014-11-06T18:19:48.411Z,"74km SSE of Deltana, Alaska",earthquake
2014-11-06T16:15:46.700Z,19.3315,-155.1822,7.7,0.8,Md,,172.8,0.04491576,0.02,hv,hv60798796,2014-11-06T18:52:25.395Z,"12km SSE of Volcano, Hawaii",earthquake
2014-11-06T16:09:30.480Z,38.7719994,-122.7204971,2.41,1.91,md,26,46,0.002844,0.04,nc,nc72336300,2014-11-06T19:55:04.993Z,"3km E of The Geysers, California",earthquake
2014-11-06T16:02:00.830Z,34.6083333,-118.6413333,8.7,1.93,ml,40,53,0.06805,0.23,ci,ci37285496,2014-11-06T22:01:51.360Z,"13km N of Castaic, California",earthquake
2014-11-06T15:58:02.870Z,41.8624,-119.6819,5,3.8,ml,,26,0.465,1.3,us,usc000suze,2014-11-07T02:31:57.301Z,"65km ESE of Lakeview, Oregon",earthquake
2014-11-06T15:46:55.000Z,60.034,-153.3235,147.7,4,ml,,,,0.37,ak,ak11434965,2014-11-06T23:49:57.337Z,"67km SW of Redoubt Volcano, Alaska",earthquake
2014-11-06T15:46:17.980Z,7.4632,94.3935,10,5.3,mb,,34,3.371,1.33,us,usc000suzb,2014-11-06T23:48:57.122Z,"131km ESE of Mohean, India",earthquake
2014-11-06T15:41:29.850Z,41.9215,-119.6581,0,3.5,ml,,79,0.48,1.01,us,usc000suz9,2014-11-07T02:31:57.216Z,"64km ESE of Lakeview, Oregon",earthquake
2014-11-06T15:41:10.400Z,19.3322,-155.1772,4.8,1.2,Md,,169.2,0.04491576,0.15,hv,hv60798781,2014-11-06T21:18:32.597Z,"12km SSE of Volcano, Hawaii",earthquake
2014-11-06T15:18:00.000Z,62.7212,-150.5772,88.1,2.2,ml,,,,0.58,ak,ak11434960,2014-11-06T16:57:24.672Z,"50km NNW of Talkeetna, Alaska",earthquake
2014-11-06T15:11:57.600Z,41.8592,-119.6478,0,2.5,Md,,216,0.49407341,0.58,uw,uw60918846,2014-11-07T02:31:57.116Z,"71km SE of Lakeview, Oregon",earthquake
2014-11-06T15:08:11.250Z,38.8338318,-122.8806686,3.03,0.85,md,16,65,0.004894,0.03,nc,nc72336285,2014-11-06T16:06:04.329Z,"12km ENE of Cloverdale, California",earthquake
2014-11-06T15:02:28.490Z,38.8366661,-122.7845001,1.96,0.76,md,9,74,0.00867,0.02,nc,nc72336280,2014-11-06T15:54:04.130Z,"5km WNW of Cobb, California",earthquake
2014-11-06T14:59:58.380Z,38.8366661,-122.7839966,2.24,1.57,md,26,69,0.005254,0.03,nc,nc72336275,2014-11-06T18:56:05.332Z,"5km WNW of Cobb, California",earthquake
2014-11-06T14:47:15.490Z,38.8348351,-122.8806686,2.95,1.14,md,19,66,0.004022,0.03,nc,nc72336260,2014-11-06T18:27:04.652Z,"12km ENE of Cloverdale, California",earthquake
2014-11-06T14:46:46.040Z,38.8333321,-122.8808365,3.18,1.06,md,18,65,0.005294,0.02,nc,nc72336255,2014-11-06T17:07:03.287Z,"12km ENE of Cloverdale, California",earthquake
2014-11-06T14:46:29.340Z,38.8339996,-122.8799973,2.99,1.12,md,20,64,0.005007,0.03,nc,nc72336250,2014-11-06T17:57:05.324Z,"12km ENE of Cloverdale, California",earthquake
2014-11-06T14:43:10.040Z,-37.76,175.71,6,3.9,ml,,,,1.15,us,usc000sv75,2014-11-06T22:36:53.000Z,"7km NW of Matamata, New Zealand",earthquake
2014-11-06T14:33:01.590Z,33.9928333,-116.733,18.99,0.93,ml,24,99,0.0751,0.3,ci,ci37285488,2014-11-06T19:19:21.310Z,"9km NNE of Cabazon, California",earthquake
2014-11-06T14:16:49.600Z,41.8652,-119.6727,0.2,2.5,Ml,,280.8,0.46712395,0.45,uw,uw60918766,2014-11-07T02:31:57.004Z,"66km ESE of Lakeview, Oregon",earthquake
2014-11-06T14:12:42.700Z,20.0915,-155.5652,38.1,2,Md,,277.2,0.13474729,0.12,hv,hv60798761,2014-11-06T19:45:26.037Z,"9km W of Honoka'a, Hawaii",earthquake
2014-11-06T14:11:48.530Z,33.4615,-116.5896667,11.99,0.96,ml,29,73,0.03473,0.21,ci,ci37285480,2014-11-06T19:19:49.020Z,"12km SE of Anza, California",earthquake
2014-11-06T14:09:24.700Z,35.735,-97.3846,5,2.3,ml,,50,,0.5,us,usc000suyy,2014-11-06T22:23:23.000Z,"12km NE of Edmond, Oklahoma",earthquake
2014-11-06T14:07:47.200Z,41.8517,-119.6217,0,2.9,Ml,,216,0.51203971,1,uw,uw60918746,2014-11-07T00:39:08.695Z,"70km ESE of Lakeview, Oregon",earthquake
2014-11-06T14:02:20.500Z,41.8122,-119.6853,0.1,2.7,Ml,,284.4,0.46712395,0.4,uw,uw60918736,2014-11-06T22:04:56.423Z,"68km SE of Lakeview, Oregon",earthquake
2014-11-06T13:54:59.830Z,38.8113327,-122.7405014,2.61,2.3,md,52,62,0.008254,0.05,nc,nc72336240,2014-11-06T21:57:30.258Z,"1km SW of Cobb, California",earthquake
2014-11-06T13:50:34.600Z,19.406,-155.6285,3.4,0.7,Md,,140.4,0,0.05,hv,hv60798756,2014-11-06T19:49:31.069Z,"25km ESE of Honaunau-Napoopoo, Hawaii",earthquake
2014-11-06T13:43:01.500Z,41.8882,-119.6415,0.3,2.7,Ml,,291.6,0.49407341,0.41,uw,uw60918706,2014-11-06T21:45:44.629Z,"67km ESE of Lakeview, Oregon",earthquake
2014-11-06T13:41:52.000Z,65.1795,-149.046,18.5,1.1,ml,,,,0.82,ak,ak11434953,2014-11-06T15:27:30.142Z,"61km NW of Ester, Alaska",earthquake
2014-11-06T13:35:27.680Z,38.8128319,-122.8118362,3.19,0.55,md,8,161,0.01064,0.02,nc,nc72336230,2014-11-06T13:58:03.435Z,"6km NW of The Geysers, California",earthquake
2014-11-06T13:10:54.230Z,38.8110008,-122.8130035,2.26,1.17,md,19,72,0.01259,0.02,nc,nc72336220,2014-11-06T16:59:07.939Z,"6km NW of The Geysers, California",earthquake
2014-11-06T13:01:08.200Z,41.8042,-119.7108,0,2.3,Md,,280.8,0.44915764,0.24,uw,uw60918631,2014-11-06T20:58:21.307Z,"67km SE of Lakeview, Oregon",earthquake
2014-11-06T13:00:38.390Z,36.8405,-119.2985,22.77,2.57,ml,85,36,0.09576,0.25,nc,nc72336210,2014-11-07T05:49:39.181Z,"12km NNW of Squaw Valley, California",earthquake
2014-11-06T12:51:15.000Z,58.158,-155.4669,5,1,ml,,,,0.48,ak,ak11434950,2014-11-06T22:36:26.454Z,"91km SE of King Salmon, Alaska",earthquake
2014-11-06T12:41:54.410Z,38.7573318,-122.7334976,2,0.65,md,6,95,0.009776,0.01,nc,nc72336195,2014-11-06T14:50:03.150Z,"2km SE of The Geysers, California",earthquake
2014-11-06T12:27:33.000Z,60.0131,-149.9085,16.7,1.1,ml,,,,0.26,ak,ak11434949,2014-11-06T22:36:25.858Z,"27km WSW of Seward, Alaska",earthquake
2014-11-06T12:15:34.900Z,41.7908,-119.6357,0,3.6,Ml,,219.6,0.51203971,0.71,uw,uw60918611,2014-11-07T02:31:56.744Z,"64km SE of Lakeview, Oregon",earthquake
2014-11-06T12:13:27.900Z,41.8633,-119.6648,0,2.4,Md,,212.4,0.4761071,0.36,uw,uw60918606,2014-11-07T02:31:56.688Z,"66km ESE of Lakeview, Oregon",earthquake
2014-11-06T12:09:47.300Z,41.8737,-119.676,0.1,2.4,Md,,212.4,0.46712395,0.39,uw,uw60918601,2014-11-06T19:58:14.923Z,"65km ESE of Lakeview, Oregon",earthquake
2014-11-06T12:03:37.000Z,64.4888,-147.8906,13.7,0.8,ml,,,,0.33,ak,ak11434947,2014-11-06T14:04:27.473Z,"38km SSW of Badger, Alaska",earthquake
2014-11-06T11:57:50.800Z,41.884,-119.6797,0,2.5,Md,,212.4,0.46712395,0.49,uw,uw60918596,2014-11-06T20:00:44.383Z,"64km ESE of Lakeview, Oregon",earthquake
2014-11-06T11:42:18.190Z,38.8289986,-122.867836,2.73,0.86,md,16,115,0.008685,0.02,nc,nc72336175,2014-11-06T11:59:03.377Z,"11km WNW of The Geysers, California",earthquake
2014-11-06T11:37:00.170Z,40.2488327,-121.1741638,2.5,2.01,md,11,171,0.2409,0.36,nc,nc72336170,2014-11-06T14:38:04.341Z,"8km SE of Chester, California",earthquake
2014-11-06T11:18:43.110Z,37.3633333,-112.6781667,19.78,1.48,ml,12,79,0.2694,0.09,uu,uu60090957,2014-11-06T18:03:21.120Z,"37km NNW of Kanab, Utah",earthquake
2014-11-06T11:12:26.700Z,41.878,-119.6502,0,2.8,Md,,212.4,0.48509025,0.64,uw,uw60918586,2014-11-06T19:52:43.275Z,"67km ESE of Lakeview, Oregon",earthquake
2014-11-06T11:06:28.770Z,44.4233333,-110.296,9.95,0.79,md,10,146,0.03247,0.12,uu,uu60090952,2014-11-06T18:00:44.840Z,"42km E of Old Faithful Geyser, Wyoming",earthquake
2014-11-06T11:05:55.000Z,62.9922,-150.7582,108.6,1.6,ml,,,,0.29,ak,ak11434940,2014-11-06T12:45:29.839Z,"81km NNW of Talkeetna, Alaska",earthquake
2014-11-06T11:04:07.000Z,62.7672,-149.8974,55.7,0.9,ml,,,,0.59,ak,ak11434939,2014-11-06T22:36:27.046Z,"50km NNE of Talkeetna, Alaska",earthquake
2014-11-06T11:03:53.740Z,37.8666649,-121.7768326,19.04,1.86,md,20,152,0.05978,0.11,nc,nc72336155,2014-11-06T14:11:03.714Z,"8km SW of Brentwood, California",earthquake
2014-11-06T10:59:30.570Z,38.8396683,-122.8259964,2.6,0.46,md,9,62,0.00749,0.02,nc,nc72336145,2014-11-06T11:25:03.972Z,"9km WNW of Cobb, California",earthquake
2014-11-06T10:56:01.520Z,33.3031667,-115.6646667,9.13,1.15,ml,25,97,0.07584,0.25,ci,ci37285464,2014-11-06T22:20:43.870Z,"15km WNW of Niland, California",earthquake
2014-11-06T10:48:15.600Z,38.8236667,-122.779,2.53,0.23,md,5,146,0.009826,0.02,nc,nc72336120,2014-11-07T08:06:03.841Z,"4km W of Cobb, California",earthquake
2014-11-06T10:30:46.770Z,38.8375015,-122.7853317,2.52,0.91,md,13,112,0.004018,0.02,nc,nc72336110,2014-11-06T10:46:03.522Z,"5km WNW of Cobb, California",earthquake
2014-11-06T10:18:40.760Z,38.7563333,-122.7251667,3.04,2.61,md,78,27,0.01556,0.07,nc,nc72336105,2014-11-07T03:40:05.060Z,"3km SE of The Geysers, California",earthquake
2014-11-06T10:17:39.800Z,41.8595,-119.6298,0,2.4,Md,,216,0.50305656,0.61,uw,uw60918576,2014-11-06T19:48:32.910Z,"69km ESE of Lakeview, Oregon",earthquake
2014-11-06T10:15:18.250Z,33.6733333,-116.7701667,16.37,0.7,ml,34,58,0.06003,0.17,ci,ci37285456,2014-11-06T19:19:42.560Z,"8km SSW of Idyllwild-Pine Cove, California",earthquake
2014-11-06T10:13:40.050Z,64.4131,-17.8623,10,4.5,mb,,105,1.532,1.64,us,usc000suxx,2014-11-06T18:16:19.562Z,"124km NNE of Vik, Iceland",earthquake
2014-11-06T10:10:47.700Z,33.8816667,-117.9478333,4.63,1.49,ml,37,65,0.0233,0.26,ci,ci37285448,2014-11-06T22:16:37.560Z,"2km WNW of Fullerton, California",earthquake
2014-11-06T10:02:23.400Z,41.8407,-119.6525,0,2.7,Md,,216,0.48509025,0.44,uw,uw60918571,2014-11-06T19:45:18.654Z,"69km SE of Lakeview, Oregon",earthquake
2014-11-06T09:58:42.960Z,32.9153333,-115.8698333,1,1.43,ml,29,35,0.05489,0.27,ci,ci37285440,2014-11-06T23:59:58.100Z,"21km NW of Seeley, California",earthquake
2014-11-06T09:56:19.680Z,37.8208333,-112.9796667,-0.32,1.49,ml,13,55,0.2408,0.19,uu,uu60090947,2014-11-06T17:57:37.760Z,"6km NE of Enoch, Utah",earthquake
2014-11-06T09:54:57.500Z,38.8358333,-122.7613333,1.07,2.68,md,80,31,0.00119,0.06,nc,nc72336075,2014-11-07T03:11:07.063Z,"3km WNW of Cobb, California",earthquake
2014-11-06T09:46:53.000Z,59.8321,-153.096,118.7,2.4,ml,,,,0.68,ak,ak11434917,2014-11-06T11:21:22.176Z,"71km W of Anchor Point, Alaska",earthquake
2014-11-06T09:33:50.190Z,33.9241667,-117.1766667,13.37,1.21,ml,48,31,0.02338,0.28,ci,ci37285432,2014-11-06T19:22:58.890Z,"5km ESE of Moreno Valley, California",earthquake
2014-11-06T09:30:30.000Z,41.8745,-119.653,0,2.5,Md,,212.4,0.48509025,0.57,uw,uw60918566,2014-11-06T19:40:47.903Z,"67km ESE of Lakeview, Oregon",earthquake
2014-11-06T09:24:23.020Z,38.8236656,-122.8453369,2.32,0.81,md,13,78,0.00807,0.04,nc,nc72336050,2014-11-06T09:57:04.487Z,"9km NW of The Geysers, California",earthquake
2014-11-06T09:22:36.480Z,37.6343333,-118.8781667,9.1,0.25,md,17,95,0.0179,0.02,nc,nc72336055,2014-11-06T20:36:03.596Z,"8km E of Mammoth Lakes, California",earthquake
2014-11-06T09:18:31.100Z,41.8443,-119.661,0,2.6,Md,,216,0.48509025,0.37,uw,uw60918561,2014-11-07T02:31:56.175Z,"68km SE of Lakeview, Oregon",earthquake
2014-11-06T09:16:27.840Z,38.7843323,-122.7248306,2.41,0.37,md,9,96,0.00936,0.02,nc,nc72336040,2014-11-06T11:37:04.702Z,"2km ENE of The Geysers, California",earthquake
2014-11-06T09:11:13.250Z,34.1503333,-117.667,3.98,0.89,ml,11,109,0.03807,0.22,ci,ci37285424,2014-11-06T19:19:52.950Z,"1km WSW of San Antonio Heights, California",earthquake
2014-11-06T09:08:09.000Z,41.8453,-119.6125,0,2.4,Md,,284.4,0.52102286,0.8,uw,uw60918551,2014-11-06T19:32:16.191Z,"71km ESE of Lakeview, Oregon",earthquake
2014-11-06T09:06:48.710Z,38.8263321,-122.8535004,1.89,0.45,md,9,91,0.01865,0.03,nc,nc72336030,2014-11-06T11:11:02.556Z,"10km WNW of The Geysers, California",earthquake
2014-11-06T09:06:37.970Z,34.0323333,-117.0788333,21,0.83,ml,18,101,0.02806,0.23,ci,ci37285416,2014-11-06T19:20:11.080Z,"3km W of Yucaipa, California",earthquake
2014-11-06T09:06:25.820Z,36.1476667,-118.0548333,1.1,1.8,ml,31,80,0.1646,0.18,ci,ci37285408,2014-11-06T23:54:56.190Z,"50km S of Lone Pine, California",earthquake
2014-11-06T08:54:50.600Z,41.8745,-119.6525,0,2.6,Md,,216,0.48509025,0.64,uw,uw60918546,2014-11-06T19:27:34.940Z,"67km ESE of Lakeview, Oregon",earthquake
2014-11-06T08:52:53.400Z,41.8533,-119.6245,0,2.7,Md,,216,0.51203971,0.74,uw,uw60918541,2014-11-07T02:31:56.023Z,"70km ESE of Lakeview, Oregon",earthquake
2014-11-06T08:43:59.000Z,60.705,-146.81,24.3,1.8,ml,,,,1.05,ak,ak11434910,2014-11-06T10:04:25.666Z,"53km SSW of Valdez, Alaska",earthquake
2014-11-06T08:42:35.100Z,41.797,-119.6142,0,2.4,Md,,219.6,0.52102286,0.72,uw,uw60918536,2014-11-06T19:20:17.863Z,"74km SE of Lakeview, Oregon",earthquake
2014-11-06T08:40:14.800Z,41.839,-119.5917,0.1,2.5,Md,,284.4,0.53000602,0.51,uw,uw60918531,2014-11-06T19:18:03.080Z,"73km ESE of Lakeview, Oregon",earthquake
2014-11-06T08:34:48.420Z,41.8699,-119.6404,5,4.5,mb,,25,0.495,1.46,us,usc000sux8,2014-11-07T02:31:55.802Z,"68km ESE of Lakeview, Oregon",earthquake
2014-11-06T08:34:37.280Z,38.8253326,-122.8539963,2.59,1.53,md,26,54,0.003151,0.03,nc,nc72335990,2014-11-06T11:45:07.416Z,"10km WNW of The Geysers, California",earthquake
2014-11-06T08:34:27.410Z,40.2353333,-123.644,27.27,1.87,md,26,48,0.05955,0.1,nc,nc72336000,2014-11-07T09:51:05.518Z,"19km NE of Redway, California",earthquake
2014-11-06T08:31:51.100Z,41.8543,-119.6267,0,2.7,Md,,277.2,0.50305656,0.56,uw,uw60918516,2014-11-07T02:31:55.733Z,"70km ESE of Lakeview, Oregon",earthquake
2014-11-06T08:28:20.000Z,63.1104,-150.3419,95,1.4,ml,,,,0.52,ak,ak11434895,2014-11-06T10:04:20.797Z,"76km WSW of Cantwell, Alaska",earthquake
2014-11-06T08:15:24.000Z,60.3974,-152.4627,74.4,1.7,ml,,,,0.43,ak,ak11434893,2014-11-06T10:04:04.791Z,"18km ESE of Redoubt Volcano, Alaska",earthquake
2014-11-06T08:13:38.000Z,60.5085,-151.7895,88.3,1.4,ml,,,,0.46,ak,ak11434892,2014-11-06T10:03:59.507Z,"29km WNW of Kalifornsky, Alaska",earthquake
2014-11-06T08:00:00.996Z,41.8884,-119.6313,4.3883,3.74,ml,5,77.37,0.5,0.186,nn,nn00466439,2014-11-07T02:41:47.677Z,"60km ESE of Lakeview, Oregon",earthquake
2014-11-06T07:44:07.440Z,38.8068352,-122.7695007,2.36,0.47,md,11,92,0.01084,0.03,nc,nc72335975,2014-11-06T08:35:02.631Z,"3km NNW of The Geysers, California",earthquake
2014-11-06T07:39:56.530Z,37.1983,-98.0378,5,2.4,mb_lg,,97,0.06,0.34,us,usc000sv6u,2014-11-07T06:00:00.607Z,"5km N of Anthony, Kansas",earthquake
2014-11-06T07:39:54.700Z,47.5732,-122.969,21.1,0.6,Md,,86.4,0.08983153,0.13,uw,uw60918486,2014-11-06T20:24:40.767Z,"12km SW of Seabeck, Washington",earthquake
2014-11-06T07:35:42.250Z,36.0713333,-117.9051667,5.26,0.83,ml,18,61,0.06169,0.15,ci,ci37285392,2014-11-07T00:03:12.400Z,"47km N of Inyokern, California",earthquake
2014-11-06T07:31:42.810Z,38.7716675,-122.7511673,3.39,0.48,md,8,148,0.01144,0.02,nc,nc72335965,2014-11-06T08:06:03.264Z,"0km SE of The Geysers, California",earthquake
2014-11-06T07:28:31.300Z,18.4281,-65.852,81,2.7,Md,5,234,0.15451023,0.2,pr,pr14310001,2014-11-06T15:30:57.238Z,"0km SE of Suarez, Puerto Rico",earthquake
2014-11-06T07:27:44.000Z,51.6095,-177.0956,53.6,3.7,ml,,,,0.42,ak,ak11434876,2014-11-06T21:19:23.120Z,"42km SW of Adak, Alaska",earthquake
2014-11-06T07:26:51.300Z,44.7408333,-111.0981667,12.42,0.64,ml,12,80,0.05565,0.16,uu,uu60090922,2014-11-06T17:48:52.430Z,"8km N of West Yellowstone, Montana",earthquake
2014-11-06T07:23:41.590Z,37.472,-118.8166667,8.17,0.7,md,20,169,0.1182,0.03,nc,nc72335960,2014-11-07T02:31:55.640Z,"23km SE of Mammoth Lakes, California",earthquake
2014-11-06T07:22:54.390Z,33.423,-116.6066667,10.46,0.59,ml,21,94,0.07161,0.11,ci,ci37285384,2014-11-06T19:21:05.270Z,"15km SSE of Anza, California",earthquake
2014-11-06T07:11:44.000Z,62.6099,-151.4399,66.3,1.6,ml,,,,0.76,ak,ak11434874,2014-11-06T08:46:35.749Z,"75km WNW of Talkeetna, Alaska",earthquake
2014-11-06T06:59:15.290Z,38.7796669,-122.7566681,1.75,0.57,md,7,96,0.01141,0,nc,nc72335950,2014-11-06T07:37:03.137Z,"0km N of The Geysers, California",earthquake
2014-11-06T06:48:21.800Z,32.8935,-116.2483333,6.37,1.29,ml,31,86,0.02248,0.33,ci,ci37285376,2014-11-06T19:21:08.280Z,"27km ENE of Pine Valley, California",earthquake
2014-11-06T06:40:31.470Z,37.2861667,-118.3918333,10.19,1.41,md,20,240,0.1177,0.07,nc,nc72335935,2014-11-06T20:54:04.337Z,"8km S of Bishop, California",earthquake
2014-11-06T06:37:53.860Z,35.9793333,-120.5411667,4.82,0.34,md,19,82,0.004062,0.05,nc,nc72335930,2014-11-07T07:09:07.423Z,"24km SW of Coalinga, California",earthquake
